"custo";"valor_custo";"flag_fixo";"flag_variavel";"flag_pendente";"data_base";"semana";"data_custo";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"estacionamento";11;0;1;0;"01/04/2018";"2ª semana";"13/04/2018";"estacionamento";"2018-04-01";"2018-04-13"
"estacionamento";10;0;1;0;"01/06/2018";"3ª semana";"19/06/2018";"carro";"2018-06-01";"2018-06-19"
"estacionamento";11;0;1;0;"01/06/2018";"3ª semana";"26/06/2018";"carro";"2018-06-01";"2018-06-26"
"estacionamento";12;0;1;0;"01/07/2018";"5ª semana";"30/07/2018";"estacionamento";"2018-07-01";"2018-07-30"
"estacionamento";20;0;1;0;"01/08/2018";"1ª semana";"04/08/2018";"estacionamento";"2018-08-01";"2018-08-04"
"estacionamento";16;0;1;0;"01/12/2018";"1ª semana";"08/12/2018";"estacionamento";"2018-12-01";"2018-12-08"
"espetinho";7;0;1;0;"01/02/2018";"2ª semana";"08/02/2018";"alimentação";"2018-02-01";"2018-02-08"
"espetinho";7;0;1;0;"01/05/2018";"3ª semana";"18/05/2018";"alimentação";"2018-05-01";"2018-05-18"
"espetinho";7;0;1;0;"01/07/2018";"4ª semana";"26/07/2018";"alimentação";"2018-07-01";"2018-07-26"
"espetinho";7;0;1;0;"01/09/2018";"3ª semana";"19/09/2018";"alimentação";"2018-09-01";"2018-09-19"
"espetinho";8;0;1;0;"01/11/2018";"1ª semana";"09/11/2018";"alimentação";"2018-11-01";"2018-11-09"
"esfiha";7;0;1;0;"01/01/2018";"2ª semana";"11/01/2018";"alimentação";"2018-01-01";"2018-01-11"
"esfiha";"5.5";0;1;0;"01/09/2018";"1ª semana";"04/09/2018";"alimentação";"2018-09-01";"2018-09-04"
"esfiha";"7.5";0;1;0;"01/11/2018";"1ª semana";"15/11/2018";"alimentação";"2018-11-01";"2018-11-15"
"esfiha";"10.49";0;1;0;"01/12/2018";"1ª semana";"19/12/2018";"alimentação";"2018-12-01";"2018-12-19"
"emporio jk";"8.75";0;1;0;"01/05/2018";"5ª semana";"30/05/2018";"mercado";"2018-05-01";"2018-05-30"
"empada";"5.5";0;1;0;"01/12/2018";"1ª semana";"11/12/2018";"alimentação";"2018-12-01";"2018-12-11"
"empada";7;0;1;0;"01/12/2018";"1ª semana";"14/12/2018";"alimentação";"2018-12-01";"2018-12-14"
"empada";"6.5";0;1;0;"01/12/2018";"1ª semana";"20/12/2018";"alimentação";"2018-12-01";"2018-12-20"
"drogaria";"6.48";0;1;0;"01/01/2018";"3ª semana";"22/01/2018";"farmacia";"2018-01-01";"2018-01-22"
"drogaria";"6.99";0;1;0;"01/02/2018";"4ª semana";"21/02/2018";"farmacia";"2018-02-01";"2018-02-21"
"drogaria";"6.48";0;1;0;"01/03/2018";"2ª semana";"06/03/2018";"farmacia";"2018-03-01";"2018-03-06"
"drogaria";"4.7";0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"farmacia";"2018-05-01";"2018-05-06"
"drogaria";"38.16";0;1;0;"01/05/2018";"2ª semana";"09/05/2018";"farmacia";"2018-05-01";"2018-05-09"
"drogaria";"19.78";0;1;0;"01/06/2018";"3ª semana";"29/06/2018";"farmacia";"2018-06-01";"2018-06-29"
"drogaria";"16.36";0;1;0;"01/08/2018";"1ª semana";"03/08/2018";"farmacia";"2018-08-01";"2018-08-03"
"drogaria";"5.6";0;1;0;"01/08/2018";"3ª semana";"20/08/2018";"farmacia";"2018-08-01";"2018-08-20"
"drogaria";"8.38";0;1;0;"01/10/2018";"1ª semana";"31/10/2018";"farmacia";"2018-10-01";"2018-10-31"
"drogaria";"32.8";0;1;0;"01/11/2018";"1ª semana";"16/11/2018";"farmacia";"2018-11-01";"2018-11-16"
"dpvat";"45.72";0;1;0;"01/02/2018";"3ª semana";"15/02/2018";"carro";"2018-02-01";"2018-02-15"
"donna ruth";25;0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"alimentação";"2018-05-01";"2018-05-06"
"dona deola";"3.5";0;1;0;"01/10/2018";"1ª semana";"19/10/2018";"alimentação";"2018-10-01";"2018-10-19"
"dom medeiro";5;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"dom medeiro";28;0;1;0;"01/10/2018";"1ª semana";"29/10/2018";"alimentação";"2018-10-01";"2018-10-29"
"doces festa junina";"151.11";0;1;0;"01/06/2018";"3ª semana";"30/06/2018";"compras";"2018-06-01";"2018-06-30"
"doces";5;0;1;0;"01/06/2018";"1ª semana";"10/06/2018";"alimentação";"2018-06-01";"2018-06-10"
"doces";"12.98";0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"alimentação";"2018-08-01";"2018-08-28"
"doces";7;0;1;0;"01/10/2018";"1ª semana";"10/10/2018";"alimentação";"2018-10-01";"2018-10-10"
"doces";"24.16";0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"alimentação";"2018-10-01";"2018-10-15"
"doces";"10.97";0;1;0;"01/11/2018";"1ª semana";"21/11/2018";"alimentação";"2018-11-01";"2018-11-21"
"doces";"7.5";0;1;0;"01/12/2018";"1ª semana";"15/12/2018";"alimentação";"2018-12-01";"2018-12-15"
"doces";"2.5";0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"alimentação";"2018-12-01";"2018-12-24"
"doceria";"3.5";0;1;0;"01/01/2018";"3ª semana";"28/01/2018";"alimentação";"2018-01-01";"2018-01-28"
"doceria";4;0;1;0;"01/03/2018";"3ª semana";"29/03/2018";"alimentação";"2018-03-01";"2018-03-29"
"divino fogao almoço";"26.96";0;1;0;"01/09/2018";"3ª semana";"17/09/2018";"alimentação";"2018-09-01";"2018-09-17"
"diferença";"-1.32";0;1;0;"01/01/2018";"3ª semana";"26/01/2018";"diferença";"2018-01-01";"2018-01-26"
"diferença";"33.87";0;1;0;"01/04/2018";"3ª semana";"30/04/2018";"diferença";"2018-04-01";"2018-04-30"
"diferença";"4.65";0;1;0;"01/07/2018";"3ª semana";"19/07/2018";"diferença";"2018-07-01";"2018-07-19"
"diferença";0;0;1;0;"01/09/2018";"2ª semana";"14/09/2018";"diferença";"2018-09-01";"2018-09-14"
"diferença";"-0.06";0;1;0;"01/12/2018";"1ª semana";"16/12/2018";"diferença";"2018-12-01";"2018-12-16"
"diego";"9.8";0;1;0;"01/04/2018";"3ª semana";"17/04/2018";"alimentação";"2018-04-01";"2018-04-17"
"deposito";"102.5";0;1;0;"01/10/2018";"1ª semana";"08/10/2018";"compras";"2018-10-01";"2018-10-08"
"depilação";45;0;1;0;"01/12/2018";"1ª semana";"24/12/2018";"compras";"2018-12-01";"2018-12-24"
"depilacao";46;0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"compras";"2018-10-01";"2018-10-15"
"delicias";12;0;1;0;"01/08/2018";"3ª semana";"31/08/2018";"alimentação";"2018-08-01";"2018-08-31"
"delicia";"1.8";0;1;0;"01/05/2018";"4ª semana";"24/05/2018";"alimentação";"2018-05-01";"2018-05-24"
"decoração";"37.3";0;1;0;"01/09/2018";"3ª semana";"19/09/2018";"compras";"2018-09-01";"2018-09-19"
"credito celular";21;0;1;0;"01/09/2018";"3ª semana";"19/09/2018";"compras";"2018-09-01";"2018-09-19"
"coxinha varanda";"9.5";0;1;0;"01/07/2018";"2ª semana";"13/07/2018";"alimentação";"2018-07-01";"2018-07-13"
"coxinha suco";10;0;1;0;"01/02/2018";"2ª semana";"10/02/2018";"alimentação";"2018-02-01";"2018-02-10"
"costela";64;0;1;0;"01/12/2018";"1ª semana";"09/12/2018";"alimentação";"2018-12-01";"2018-12-09"
"copias";12;0;1;0;"01/03/2018";"3ª semana";"26/03/2018";"compras";"2018-03-01";"2018-03-26"
"copias";"1.2";0;1;0;"01/05/2018";"2ª semana";"11/05/2018";"compras";"2018-05-01";"2018-05-11"
"copias";"5.1";0;1;0;"01/05/2018";"3ª semana";"16/05/2018";"compras";"2018-05-01";"2018-05-16"
"copias";"8.7";0;1;0;"01/05/2018";"3ª semana";"18/05/2018";"compras";"2018-05-01";"2018-05-18"
"copias";"3.9";0;1;0;"01/06/2018";"1ª semana";"06/06/2018";"compras";"2018-06-01";"2018-06-06"
"copias";"3.6";0;1;0;"01/06/2018";"2ª semana";"15/06/2018";"compras";"2018-06-01";"2018-06-15"
"copias";"2.7";0;1;0;"01/08/2018";"3ª semana";"22/08/2018";"compras";"2018-08-01";"2018-08-22"
"copias";"2.7";0;1;0;"01/09/2018";"1ª semana";"03/09/2018";"compras";"2018-09-01";"2018-09-03"
"copias";3;0;1;0;"01/09/2018";"4ª semana";"24/09/2018";"compras";"2018-09-01";"2018-09-24"
"copias";"3.6";0;1;0;"01/11/2018";"1ª semana";"12/11/2018";"compras";"2018-11-01";"2018-11-12"
"copias";3;0;1;0;"01/11/2018";"1ª semana";"13/11/2018";"compras";"2018-11-01";"2018-11-13"
"copia";15;0;1;0;"01/03/2018";"3ª semana";"23/03/2018";"compras";"2018-03-01";"2018-03-23"
"contador";158;1;0;0;"01/01/2018";"1ª semana";"18/01/2018";"contador";"2018-01-01";"2018-01-18"
"contador";0;1;0;0;"01/02/2018";"1ª semana";;"contador";"2018-02-01";"2018-02-01"
"contador";340;1;0;0;"01/03/2018";"1ª semana";"15/03/2018";"contador";"2018-03-01";"2018-03-15"
"contador";170;1;0;0;"01/04/2018";"1ª semana";"18/04/2018";"contador";"2018-04-01";"2018-04-18"
"contador";170;1;0;0;"01/05/2018";"1ª semana";"16/05/2018";"contador";"2018-05-01";"2018-05-16"
"contador";0;1;0;0;"01/06/2018";"1ª semana";;"contador";"2018-06-01";"2018-06-01"
"contador";170;1;0;0;"01/07/2018";"3ª semana";"18/07/2018";"contador";"2018-07-01";"2018-07-18"
"contador";170;0;1;0;"01/07/2018";"3ª semana";"18/07/2018";"contador";"2018-07-01";"2018-07-18"
"contador";170;1;0;0;"01/08/2018";"1ª semana";"23/08/2018";"contador";"2018-08-01";"2018-08-23"
"contador";170;1;0;0;"01/10/2018";"1ª semana";"01/10/2018";"contador";"2018-10-01";"2018-10-01"
"contador";0;0;1;0;"01/12/2018";"1ª semana";"06/12/2018";"contador";"2018-12-01";"2018-12-06"
"consulta";"162.25";0;1;0;"01/04/2018";"3ª semana";"18/04/2018";"compras";"2018-04-01";"2018-04-18"
"consorcio";"658.67";1;0;0;"01/01/2018";"1ª semana";"01/01/2018";"investimento";"2018-01-01";"2018-01-01"
"consorcio";"658.67";1;0;0;"01/02/2018";"3ª semana";"15/02/2018";"investimento";"2018-02-01";"2018-02-15"
"consorcio";"658.67";1;0;0;"01/03/2018";"1ª semana";"15/03/2018";"investimento";"2018-03-01";"2018-03-15"
"consorcio";"658.67";1;0;0;"01/04/2018";"1ª semana";"16/04/2018";"investimento";"2018-04-01";"2018-04-16"
"consorcio";"658.67";1;0;0;"01/05/2018";"1ª semana";"15/05/2018";"investimento";"2018-05-01";"2018-05-15"
"consorcio";"658.67";1;0;0;"01/06/2018";"1ª semana";"15/06/2018";"investimento";"2018-06-01";"2018-06-15"
"consorcio";"658.67";1;0;0;"01/07/2018";"3ª semana";"16/07/2018";"investimento";"2018-07-01";"2018-07-16"
"consorcio";"658.67";1;0;0;"01/08/2018";"1ª semana";"15/08/2018";"investimento";"2018-08-01";"2018-08-15"
"consorcio";"658.67";1;0;0;"01/09/2018";"1ª semana";"17/09/2018";"investimento";"2018-09-01";"2018-09-17"
"consorcio";"756.71";1;0;0;"01/10/2018";"1ª semana";"15/10/2018";"investimento";"2018-10-01";"2018-10-15"
"condução";30;0;1;0;"01/01/2018";"3ª semana";"26/01/2018";"transporte";"2018-01-01";"2018-01-26"
"condominio";303;1;0;0;"01/01/2018";"1ª semana";"05/01/2018";"moradia";"2018-01-01";"2018-01-05"
"condominio";303;1;0;0;"01/02/2018";"3ª semana";"15/02/2018";"moradia";"2018-02-01";"2018-02-15"
"condominio";303;1;0;0;"01/03/2018";"1ª semana";"29/03/2018";"moradia";"2018-03-01";"2018-03-29"
"condominio";303;1;0;0;"01/04/2018";"1ª semana";"06/04/2018";"moradia";"2018-04-01";"2018-04-06"
"condominio";303;1;0;0;"01/05/2018";"1ª semana";"08/05/2018";"moradia";"2018-05-01";"2018-05-08"
"condominio";303;1;0;0;"01/06/2018";"2ª semana";"11/06/2018";"moradia";"2018-06-01";"2018-06-11"
"condominio";"471.61";1;0;0;"01/07/2018";"1ª semana";"19/07/2018";"moradia";"2018-07-01";"2018-07-19"
"condominio";"492.78";1;0;0;"01/08/2018";"1ª semana";"14/08/2018";"moradia";"2018-08-01";"2018-08-14"
"condominio";"486.98";1;0;0;"01/10/2018";"1ª semana";"11/10/2018";"moradia";"2018-10-01";"2018-10-11"
"condominio";0;1;0;1;"01/12/2018";"1ª semana";;"moradia";"2018-12-01";"2018-12-01"
"comercial r";10;0;1;0;"01/01/2018";"2ª semana";"14/01/2018";"alimentação";"2018-01-01";"2018-01-14"
"comercial";15;0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"alimentação";"2018-12-01";"2018-12-05"
"com. Gas";"41.88";1;0;0;"01/01/2018";"1ª semana";"05/01/2018";"moradia";"2018-01-01";"2018-01-05"
"com. Gas";"47.13";1;0;0;"01/02/2018";"3ª semana";"15/02/2018";"moradia";"2018-02-01";"2018-02-15"
"com. Gas";"47.96";1;0;0;"01/03/2018";"1ª semana";"29/03/2018";"moradia";"2018-03-01";"2018-03-29"
"com. Gas";"47.56";1;0;0;"01/04/2018";"1ª semana";"06/04/2018";"moradia";"2018-04-01";"2018-04-06"
"com. Gas";"52.56";1;0;0;"01/05/2018";"1ª semana";"08/05/2018";"moradia";"2018-05-01";"2018-05-08"
"com. Gas";"37.19";1;0;0;"01/06/2018";"2ª semana";"11/06/2018";"moradia";"2018-06-01";"2018-06-11"
"com. Gas";0;1;0;1;"01/07/2018";"1ª semana";;"moradia";"2018-07-01";"2018-07-01"
"claudia";6;0;1;0;"01/10/2018";"1ª semana";"01/10/2018";"compras";"2018-10-01";"2018-10-01"
"claro chip";10;0;1;0;"01/11/2018";"1ª semana";"13/11/2018";"compras";"2018-11-01";"2018-11-13"
"cinema";"98.5";0;1;0;"01/01/2018";"1ª semana";"30/12/2017";"compras";"2018-01-01";"2017-12-30"
"churros";6;0;1;0;"01/04/2018";"2ª semana";"11/04/2018";"alimentação";"2018-04-01";"2018-04-11"
"churrasco";10;0;1;0;"01/07/2018";"3ª semana";"17/07/2018";"alimentação";"2018-07-01";"2018-07-17"
"chocolate evangelismo";"89.88";0;1;0;"01/05/2018";"2ª semana";"06/05/2018";"igreja";"2018-05-01";"2018-05-06"
"chocolate";6;0;1;0;"01/01/2018";"1ª semana";"28/12/2017";"alimentação";"2018-01-01";"2017-12-28"
"chocolate";"4.5";0;1;0;"01/02/2018";"2ª semana";"10/02/2018";"alimentação";"2018-02-01";"2018-02-10"
"chocolate";8;0;1;0;"01/02/2018";"4ª semana";"22/02/2018";"alimentação";"2018-02-01";"2018-02-22"
"chocolate";"13.98";0;1;0;"01/02/2018";"4ª semana";"28/02/2018";"alimentação";"2018-02-01";"2018-02-28"
"chocolate";"13.04";0;1;0;"01/05/2018";"4ª semana";"22/05/2018";"alimentação";"2018-05-01";"2018-05-22"
"chocolate";"9.5";0;1;0;"01/08/2018";"3ª semana";"22/08/2018";"alimentação";"2018-08-01";"2018-08-22"
"choclate benção";"4.5";0;1;0;"01/01/2018";"4ª semana";"29/01/2018";"igreja";"2018-01-01";"2018-01-29"
"cha de bebe eloah";200;0;1;0;"01/07/2018";"4ª semana";"23/07/2018";"compras";"2018-07-01";"2018-07-23"
"center mix";14;0;1;0;"01/11/2018";"1ª semana";"12/11/2018";"alimentação";"2018-11-01";"2018-11-12"
"celular";15;0;1;0;"01/01/2018";"1ª semana";"28/12/2017";"celular";"2018-01-01";"2017-12-28"
"celular";15;0;1;0;"01/01/2018";"1ª semana";"02/01/2018";"celular";"2018-01-01";"2018-01-02"
"celular";15;0;1;0;"01/01/2018";"2ª semana";"12/01/2018";"compras";"2018-01-01";"2018-01-12"
"celular";15;0;1;0;"01/01/2018";"2ª semana";"13/01/2018";"compras";"2018-01-01";"2018-01-13"
"celular";15;0;1;0;"01/01/2018";"3ª semana";"16/01/2018";"celular";"2018-01-01";"2018-01-16"
"celular";30;0;1;0;"01/04/2018";"3ª semana";"22/04/2018";"celular";"2018-04-01";"2018-04-22"
"celular";30;0;1;0;"01/05/2018";"1ª semana";"05/05/2018";"compras";"2018-05-01";"2018-05-05"
"celular";20;0;1;0;"01/05/2018";"3ª semana";"14/05/2018";"celular";"2018-05-01";"2018-05-14"
"celular";20;0;1;0;"01/05/2018";"4ª semana";"21/05/2018";"celular";"2018-05-01";"2018-05-21"
"celular";70;0;1;0;"01/06/2018";"3ª semana";"19/06/2018";"compras";"2018-06-01";"2018-06-19"
"celular";20;0;1;0;"01/06/2018";"3ª semana";"30/06/2018";"celular";"2018-06-01";"2018-06-30"
"celular";20;0;1;0;"01/07/2018";"1ª semana";"05/07/2018";"celular";"2018-07-01";"2018-07-05"
"celular";20;0;1;0;"01/08/2018";"1ª semana";"06/08/2018";"celular";"2018-08-01";"2018-08-06"
"celular";20;0;1;0;"01/08/2018";"2ª semana";"17/08/2018";"celular";"2018-08-01";"2018-08-17"
"celular";20;0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"celular";"2018-08-01";"2018-08-28"
"celular";20;0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"compras";"2018-10-01";"2018-10-15"
"celular";20;0;1;0;"01/10/2018";"1ª semana";"16/10/2018";"celular";"2018-10-01";"2018-10-16"
"casa do bebe";69;0;1;0;"01/10/2018";"1ª semana";"17/10/2018";"compras";"2018-10-01";"2018-10-17"
"casa de pae";4;0;1;0;"01/10/2018";"1ª semana";"05/10/2018";"alimentação";"2018-10-01";"2018-10-05"
"casa de esfiha";"5.98";0;1;0;"01/11/2018";"1ª semana";"05/11/2018";"alimentação";"2018-11-01";"2018-11-05"
"casa de carnes";"22.7";0;1;0;"01/04/2018";"2ª semana";"09/04/2018";"alimentação";"2018-04-01";"2018-04-09"
"casa de bol";8;0;1;0;"01/11/2018";"1ª semana";"06/11/2018";"alimentação";"2018-11-01";"2018-11-06"
"casa da esfiha";"11.9";0;1;0;"01/07/2018";"1ª semana";"06/07/2018";"alimentação";"2018-07-01";"2018-07-06"
"casa";9;0;1;0;"01/10/2018";"1ª semana";"22/10/2018";"compras";"2018-10-01";"2018-10-22"
"cartão de credito";"4210.76";1;0;0;"01/01/2018";"1ª semana";"01/01/2018";"cartão credito";"2018-01-01";"2018-01-01"
"cartão de credito";"1864.37";1;0;0;"01/02/2018";"4ª semana";"19/02/2018";"cartão credito";"2018-02-01";"2018-02-19"
"cartão de credito";"1487.84";1;0;0;"01/03/2018";"1ª semana";"15/03/2018";"cartão credito";"2018-03-01";"2018-03-15"
"cartão de credito";"2578.91";1;0;0;"01/04/2018";"2ª semana";"09/04/2018";"cartão credito";"2018-04-01";"2018-04-09"
"cartão de credito";"3861.17";1;0;0;"01/05/2018";"1ª semana";"16/05/2018";"cartão credito";"2018-05-01";"2018-05-16"
"cartão de credito";"2785.29";1;0;0;"01/06/2018";"1ª semana";"15/06/2018";"cartão credito";"2018-06-01";"2018-06-15"
"cartão de credito";2000;1;0;0;"01/07/2018";"2ª semana";"13/07/2018";"cartão credito";"2018-07-01";"2018-07-13"
"cartão de credito";"2396.53";1;0;0;"01/08/2018";"1ª semana";"15/08/2018";"cartão credito";"2018-08-01";"2018-08-15"
"cartão de credito";"3926.31";1;0;0;"01/09/2018";"1ª semana";"14/09/2018";"cartão credito";"2018-09-01";"2018-09-14"
"cartão de credito";"3973.7";1;0;0;"01/10/2018";"1ª semana";"16/10/2018";"cartão credito";"2018-10-01";"2018-10-16"
"cartão de credito";"1185.03";1;0;0;"01/11/2018";"1ª semana";"14/11/2018";"cartão credito";"2018-11-01";"2018-11-14"
"cartão de credito";"2976.62";1;0;0;"01/12/2018";"1ª semana";"15/12/2018";"cartão credito";"2018-12-01";"2018-12-15"
"carrinho e bebe conforto";0;0;1;1;"01/09/2018";"2ª semana";"14/09/2018";"compras";"2018-09-01";"2018-09-14"
"camarão 2kg";175;0;1;0;"01/01/2018";"1ª semana";"30/12/2017";"compras";"2018-01-01";"2017-12-30"
"caldo verde";5;0;1;0;"01/05/2018";"2ª semana";"10/05/2018";"alimentação";"2018-05-01";"2018-05-10"
"caldo verde";5;0;1;0;"01/09/2018";"1ª semana";"04/09/2018";"alimentação";"2018-09-01";"2018-09-04"
"caldo de cana";4;0;1;0;"01/08/2018";"2ª semana";"13/08/2018";"alimentação";"2018-08-01";"2018-08-13"
"caldo de cana";12;0;1;0;"01/11/2018";"1ª semana";"05/11/2018";"alimentação";"2018-11-01";"2018-11-05"
"caldo";10;0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"alimentação";"2018-11-01";"2018-11-28"
"café+salgado";7;0;1;0;"01/06/2018";"3ª semana";"20/06/2018";"alimentação";"2018-06-01";"2018-06-20"
"cafe tapioca";"10.5";0;1;0;"01/11/2018";"1ª semana";"10/11/2018";"alimentação";"2018-11-01";"2018-11-10"
"cafe tapioca";"11.5";0;1;0;"01/11/2018";"1ª semana";"21/11/2018";"alimentação";"2018-11-01";"2018-11-21"
"cafe tapioca";10;0;1;0;"01/11/2018";"1ª semana";"26/11/2018";"alimentação";"2018-11-01";"2018-11-26"
"cafe tapioca";"4.5";0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"alimentação";"2018-11-01";"2018-11-28"
"cafe tapioca";5;0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"alimentação";"2018-12-01";"2018-12-03"
"cafe tapioca";"4.5";0;1;0;"01/12/2018";"1ª semana";"03/12/2018";"alimentação";"2018-12-01";"2018-12-03"
"cafe tapioca";"2.39";0;1;0;"01/12/2018";"1ª semana";"06/12/2018";"alimentação";"2018-12-01";"2018-12-06"
"café pro matre";"8.2";0;1;0;"01/08/2018";"2ª semana";"14/08/2018";"alimentação";"2018-08-01";"2018-08-14"
"café lanche";9;0;1;0;"01/08/2018";"3ª semana";"23/08/2018";"alimentação";"2018-08-01";"2018-08-23"
"café e cia";5;0;1;0;"01/02/2018";"3ª semana";"11/02/2018";"alimentação";"2018-02-01";"2018-02-11"
"café da tarde";11;0;1;0;"01/05/2018";"2ª semana";"10/05/2018";"alimentação";"2018-05-01";"2018-05-10"
"café da tarde";6;0;1;0;"01/06/2018";"3ª semana";"21/06/2018";"alimentação";"2018-06-01";"2018-06-21"
"café";"7.5";0;1;0;"01/03/2018";"2ª semana";"07/03/2018";"alimentação";"2018-03-01";"2018-03-07"
"café";"7.5";0;1;0;"01/05/2018";"2ª semana";"07/05/2018";"alimentação";"2018-05-01";"2018-05-07"
"café";5;0;1;0;"01/05/2018";"3ª semana";"16/05/2018";"alimentação";"2018-05-01";"2018-05-16"
"café";"9.9";0;1;0;"01/05/2018";"3ª semana";"17/05/2018";"alimentação";"2018-05-01";"2018-05-17"
"café";"11.6";0;1;0;"01/05/2018";"3ª semana";"18/05/2018";"alimentação";"2018-05-01";"2018-05-18"
"café";10;0;1;0;"01/05/2018";"4ª semana";"22/05/2018";"alimentação";"2018-05-01";"2018-05-22"
"café";"4.5";0;1;0;"01/05/2018";"4ª semana";"22/05/2018";"alimentação";"2018-05-01";"2018-05-22"
"café";4;0;1;0;"01/05/2018";"4ª semana";"23/05/2018";"alimentação";"2018-05-01";"2018-05-23"
"café";9;0;1;0;"01/05/2018";"5ª semana";"29/05/2018";"alimentação";"2018-05-01";"2018-05-29"
"café";"25.5";0;1;0;"01/06/2018";"1ª semana";"06/06/2018";"alimentação";"2018-06-01";"2018-06-06"
"café";"4.5";0;1;0;"01/06/2018";"2ª semana";"14/06/2018";"padaria";"2018-06-01";"2018-06-14"
"café";7;0;1;0;"01/07/2018";"3ª semana";"17/07/2018";"alimentação";"2018-07-01";"2018-07-17"
"café";"4.5";0;1;0;"01/07/2018";"4ª semana";"25/07/2018";"alimentação";"2018-07-01";"2018-07-25"
"café";4;0;1;0;"01/07/2018";"4ª semana";"27/07/2018";"alimentação";"2018-07-01";"2018-07-27"
"café";"9.5";0;1;0;"01/08/2018";"3ª semana";"24/08/2018";"alimentação";"2018-08-01";"2018-08-24"
"café";3;0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"alimentação";"2018-08-01";"2018-08-28"
"café";"2.2";0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"alimentação";"2018-08-01";"2018-08-28"
"café";"1.99";0;1;0;"01/08/2018";"3ª semana";"28/08/2018";"alimentação";"2018-08-01";"2018-08-28"
"café";6;0;1;0;"01/08/2018";"3ª semana";"29/08/2018";"alimentação";"2018-08-01";"2018-08-29"
"café";5;0;1;0;"01/08/2018";"3ª semana";"31/08/2018";"alimentação";"2018-08-01";"2018-08-31"
"café";"7.5";0;1;0;"01/09/2018";"2ª semana";"06/09/2018";"alimentação";"2018-09-01";"2018-09-06"
"café";"8.5";0;1;0;"01/09/2018";"2ª semana";"10/09/2018";"alimentação";"2018-09-01";"2018-09-10"
"café";"2.5";0;1;0;"01/09/2018";"2ª semana";"10/09/2018";"alimentação";"2018-09-01";"2018-09-10"
"café";5;0;1;0;"01/09/2018";"2ª semana";"11/09/2018";"alimentação";"2018-09-01";"2018-09-11"
"café";"3.5";0;1;0;"01/09/2018";"3ª semana";"18/09/2018";"alimentação";"2018-09-01";"2018-09-18"
"café";"4.5";0;1;0;"01/09/2018";"4ª semana";"28/09/2018";"alimentação";"2018-09-01";"2018-09-28"
"café";4;0;1;0;"01/09/2018";"4ª semana";"28/09/2018";"alimentação";"2018-09-01";"2018-09-28"
"café";4;0;1;0;"01/10/2018";"1ª semana";"02/10/2018";"alimentação";"2018-10-01";"2018-10-02"
"café";5;0;1;0;"01/10/2018";"1ª semana";"03/10/2018";"alimentação";"2018-10-01";"2018-10-03"
"café";"11.5";0;1;0;"01/10/2018";"1ª semana";"05/10/2018";"alimentação";"2018-10-01";"2018-10-05"
"café";"11.79";0;1;0;"01/10/2018";"1ª semana";"08/10/2018";"alimentação";"2018-10-01";"2018-10-08"
"café";3;0;1;0;"01/10/2018";"1ª semana";"15/10/2018";"alimentação";"2018-10-01";"2018-10-15"
"café";3;0;1;0;"01/10/2018";"1ª semana";"16/10/2018";"alimentação";"2018-10-01";"2018-10-16"
"café";"2.5";0;1;0;"01/10/2018";"1ª semana";"30/10/2018";"alimentação";"2018-10-01";"2018-10-30"
"café";7;0;1;0;"01/11/2018";"1ª semana";"08/11/2018";"alimentação";"2018-11-01";"2018-11-08"
"cacau show";"6.75";0;1;0;"01/01/2018";"3ª semana";"30/01/2018";"alimentação";"2018-01-01";"2018-01-30"
"cacau show";"6.75";0;1;0;"01/03/2018";"2ª semana";"08/03/2018";"alimentação";"2018-03-01";"2018-03-08"
"cacau show";"13.4";0;1;0;"01/06/2018";"1ª semana";"07/06/2018";"alimentação";"2018-06-01";"2018-06-07"
"burguer king sorvete";"6.5";0;1;0;"01/06/2018";"3ª semana";"19/06/2018";"alimentação";"2018-06-01";"2018-06-19"
"burguer king sorvete";"27.3";0;1;0;"01/12/2018";"1ª semana";"05/12/2018";"alimentação";"2018-12-01";"2018-12-05"
"buguer king";"23.5";0;1;0;"01/11/2018";"1ª semana";"28/11/2018";"alimentação";"2018-11-01";"2018-11-28"
"brinquedo eloah";"62.98";0;1;0;"01/11/2018";"1ª semana";"26/11/2018";"compras";"2018-11-01";"2018-11-26"
"brilho real";24;0;1;0;"01/09/2018";"1ª semana";"04/09/2018";"compras";"2018-09-01";"2018-09-04"
"brasil";"4.68";0;1;0;"01/06/2018";"1ª semana";"07/06/2018";"compras";"2018-06-01";"2018-06-07"
