"custo";"valor_custo";"flag_fixo";"flag_variavel";"flag_pendente";"flag_investimento";"data_base";"data_custo";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"nextel";90;0;1;0;0;"01/12/2019";"20/12/2019";"celular";"2019-12-01";"2019-12-20"
"almoço";"15.51";0;1;0;0;"01/12/2019";"20/12/2019";"alimentação";"2019-12-01";"2019-12-20"
"Marmita-leg";"15.88";0;1;0;0;"01/12/2019";"20/12/2019";"igreja";"2019-12-01";"2019-12-20"
"suco";5;0;1;0;0;"01/12/2019";"20/12/2019";"alimentação";"2019-12-01";"2019-12-20"
"Marmita-frang";198;0;1;0;0;"01/12/2019";"20/12/2019";"igreja";"2019-12-01";"2019-12-20"
"Marmita-suco";"13.93";0;1;0;0;"01/12/2019";"20/12/2019";"igreja";"2019-12-01";"2019-12-20"
"INT DPVAT-SP HOH-6396";"16.21";0;1;0;0;"01/12/2019";"23/12/2019";"carro";"2019-12-01";"2019-12-23"
"INT IPVA-SP HOH-6396";"1858.88";0;1;0;0;"01/12/2019";"23/12/2019";"carro";"2019-12-01";"2019-12-23"
"INT LICENC SP 97345773";"416.63";0;1;0;0;"01/12/2019";"23/12/2019";"carro";"2019-12-01";"2019-12-23"
"INT MULTA REN31997756838";"842.93";0;1;0;0;"01/12/2019";"23/12/2019";"carro";"2019-12-01";"2019-12-23"
"lanche";17;0;1;0;0;"01/12/2019";"23/12/2019";"alimentação";"2019-12-01";"2019-12-23"
"almoço";31;0;1;0;0;"01/12/2019";"23/12/2019";"alimentação";"2019-12-01";"2019-12-23"
"almoço";"5.5";0;1;0;0;"01/12/2019";"23/12/2019";"alimentação";"2019-12-01";"2019-12-23"
"almoço";"18.9";0;1;0;0;"01/12/2019";"23/12/2019";"alimentação";"2019-12-01";"2019-12-23"
"sorvete";"19.9";0;1;0;0;"01/12/2019";"23/12/2019";"alimentação";"2019-12-01";"2019-12-23"
"PESSOAL";8;0;1;0;0;"01/12/2019";"23/12/2019";"compras";"2019-12-01";"2019-12-23"
"PESSOAL";16;0;1;0;0;"01/12/2019";"23/12/2019";"compras";"2019-12-01";"2019-12-23"
"padaria";"5.5";0;1;0;0;"01/12/2019";"24/12/2019";"padaria";"2019-12-01";"2019-12-24"
"feira";100;0;1;0;0;"01/12/2019";"30/12/2019";"feira";"2019-12-01";"2019-12-30"
"nextel";60;0;1;0;0;"01/12/2019";"30/12/2019";"compras";"2019-12-01";"2019-12-30"
"nextel";"91.53";0;1;0;0;"01/12/2019";"30/12/2019";"compras";"2019-12-01";"2019-12-30"
"lanche guapira";20;0;1;0;0;"01/12/2019";"30/12/2019";"alimentação";"2019-12-01";"2019-12-30"
"exames medicos";120;0;1;0;0;"01/12/2019";"30/12/2019";"compras";"2019-12-01";"2019-12-30"
"fralda piscina";"7.5";0;1;0;0;"01/12/2019";"30/12/2019";"farmacia";"2019-12-01";"2019-12-30"
"lojas americanas – brinquedo";"50.81";0;1;0;0;"01/12/2019";"30/12/2019";"compras";"2019-12-01";"2019-12-30"
"café";6;0;1;0;0;"01/12/2019";"30/12/2019";"alimentação";"2019-12-01";"2019-12-30"
"almoço";"27.5";0;1;0;0;"01/12/2019";"30/12/2019";"alimentação";"2019-12-01";"2019-12-30"
"farmacia";"38.09";0;1;0;0;"01/12/2019";"30/12/2019";"farmacia";"2019-12-01";"2019-12-30"
"agua";"2.99";0;1;0;0;"01/12/2019";"30/12/2019";"alimentação";"2019-12-01";"2019-12-30"
"tapioca";9;0;1;0;0;"01/12/2019";"30/12/2019";"alimentação";"2019-12-01";"2019-12-30"
"padaria";"4.27";0;1;0;0;"01/12/2019";"31/12/2019";"padaria";"2019-12-01";"2019-12-31"
"mercadão tucuruvi – farofa/leite condensa";"13.4";0;1;0;0;"01/12/2019";"31/12/2019";"alimentação";"2019-12-01";"2019-12-31"
"mercadão tucuruvi – uvas cristalina";"4.5";0;1;0;0;"01/12/2019";"31/12/2019";"alimentação";"2019-12-01";"2019-12-31"
"mercadão tucuruvi – bacon";"19.25";0;1;0;0;"01/12/2019";"31/12/2019";"alimentação";"2019-12-01";"2019-12-31"
"mercadão tucuruvi – frutas";25;0;1;0;0;"01/12/2019";"31/12/2019";"alimentação";"2019-12-01";"2019-12-31"
